// Map Data: USA, Easton (DO NOT EDIT THIS FILE, YOU DON'T WANT THE COOL STUFF)
// Gig
x: 980 y: 330
n: The Friendly Ghost Club d: Rumor has it that this club is haunted by a bald ghost. Nonetheless bands still play and rock in there.
type: Gig
days: 1,0,0,0,1,0,0
times: 18:00,N,N,N,17:00,N,N
img: Billboards\bb_venue01.png
ticket: 3
capacity: 300
min_bandrating: 0.33
grade: D-
// Record Deal
x: 1460 y: 740
n: Lit AF Records d: 
type: Record Deal
record_rank: D-
min_bandrating: 0.12
min_fans: 1000
min_albums: 0
min_albumrating: 0
distribution_power: 1
revenue_share: 0.40
album_type: LP
studio_discount: 0
studio_locations: 
videoclip_discount: 0.30
videoclip_count: 1
videoclip_locations: Above Ground Studio
upfront_money: 1500
revenue_affect: 0.5
songs_required: 6
songs_minimum_rating: 0.15
videoclips_required: 1
gigs_required: 2
gigs_locations: The Great Fallen Club#Garrison Club
fine_amount: 1300
cancel_cooldown: 30
due_date: 28
// Fast Food
x: 1200 y: 500
n: Sandwich Emperor d: Since 1945 this company has sold millions of the least healthy burgers this world has ever seen.
type: Fastfood
img: Billboards\bb_SandwichEmperor.png
